,activation,solver,layers,iterations,time,accuracy,precision,recall
279,relu,sgd,10,400,1.6018187999725342,0.8824644549763033,0.4131147540983607,0.3949843260188088
280,identity,adam,10,200,0.27039265632629395,0.8824644549763033,0.4131147540983607,0.3949843260188088
281,identity,adam,10,250,0.3132667541503906,0.8824644549763033,0.4131147540983607,0.3949843260188088
282,identity,adam,10,300,0.5065507888793945,0.8824644549763033,0.4131147540983607,0.3949843260188088
283,identity,adam,10,350,0.34070920944213867,0.8824644549763033,0.4131147540983607,0.3949843260188088
284,identity,adam,10,400,0.48511576652526855,0.8824644549763033,0.4131147540983607,0.3949843260188088
285,logistic,adam,10,200,2.0645763874053955,0.8824644549763033,0.4131147540983607,0.3949843260188088
286,logistic,adam,10,250,2.1060070991516113,0.8824644549763033,0.4131147540983607,0.3949843260188088
287,logistic,adam,10,300,1.4058685302734375,0.8824644549763033,0.4131147540983607,0.3949843260188088
288,logistic,adam,10,350,2.5291457176208496,0.8824644549763033,0.4131147540983607,0.3949843260188088
289,logistic,adam,10,400,1.669081211090088,0.8824644549763033,0.4131147540983607,0.3949843260188088
290,tanh,adam,10,200,2.1923751831054688,0.8824644549763033,0.4131147540983607,0.3949843260188088
291,tanh,adam,10,250,2.0848283767700195,0.8824644549763033,0.4131147540983607,0.3949843260188088
292,tanh,adam,10,300,2.947361469268799,0.8824644549763033,0.4131147540983607,0.3949843260188088
293,tanh,adam,10,350,3.9676754474639893,0.8824644549763033,0.4131147540983607,0.3949843260188088
294,tanh,adam,10,400,2.3261501789093018,0.8824644549763033,0.4131147540983607,0.3949843260188088
295,relu,adam,10,200,2.9857077598571777,0.8824644549763033,0.4131147540983607,0.3949843260188088
296,relu,adam,10,250,2.1290767192840576,0.8824644549763033,0.4131147540983607,0.3949843260188088
297,relu,adam,10,300,2.005225896835327,0.8824644549763033,0.4131147540983607,0.3949843260188088
298,relu,adam,10,350,2.7088656425476074,0.8824644549763033,0.4131147540983607,0.3949843260188088
299,relu,adam,10,400,1.4562344551086426,0.8824644549763033,0.4131147540983607,0.3949843260188088
